rank,delta_rank,country_code,player_name,player_id,points,tournaments_played,region,country,date,draw,year,month,year_month,points_lag_1,rank_lag_1,points_lag_3,rank_lag_3,points_lag_6,rank_lag_6,points_lag_12,rank_lag_12,points_roll_mean_3,points_roll_std_3,points_roll_max_3,points_roll_mean_6,points_roll_std_6,points_roll_max_6,points_roll_mean_12,points_roll_std_12,points_roll_max_12,points_delta_1m,points_delta_3m,points_pct_change_3m,in_top10,top10_streak,points_vs_field_mean,points_vs_field_max,month_sin,month_cos
81,0.0,INA,Chiara Marvella Handoyo,64055,22420,12.0,Asia,INDONESIA,2024-11-26,WS,2024,11,2024-11,22420.0,81.0,22420.0,86.0,21500.0,91.0,19620.0,97.0,22420.0,0.0,22420.0,21823.333333333332,718.9343966362068,22420.0,21222.5,1028.5216663647966,22420.0,0.0,0.0,0.0,0,0,0.523609463405574,0.20823464942639588,-0.5000000000000004,0.8660254037844384
45,0.0,INA,Komang Ayu Cahya Dewi,64349,33546,13.0,Asia,INDONESIA,2024-11-26,WS,2024,11,2024-11,33546.0,45.0,34076.0,43.0,34076.0,44.0,29726.0,53.0,33539.333333333336,540.0308633155562,34076.0,33807.666666666664,450.6180940294785,34076.0,33356.0,1392.5581430655902,34076.0,0.0,-530.0,-0.015553468716985597,0,0,0.7834524112133535,0.3115717907965155,-0.5000000000000004,0.8660254037844384
60,0.0,IND,Tanya Hemanth,66290,27530,22.0,Asia,INDIA,2024-11-26,WS,2024,11,2024-11,27530.0,60.0,27530.0,61.0,27530.0,61.0,25620.0,73.0,27530.0,0.0,27530.0,27545.0,36.742346141740065,27620.0,26611.666666666668,975.9082793464484,27620.0,0.0,0.0,0.0,0,0,0.6429513170185305,0.2556958027969973,-0.5000000000000004,0.8660254037844384
49,0.0,JPN,Manami Suizu,67828,32900,12.0,Asia,JAPAN,2024-11-26,WS,2024,11,2024-11,32900.0,49.0,33700.0,45.0,31130.0,52.0,32230.0,42.0,32706.666666666668,1102.784354864238,33700.0,32848.333333333336,1252.1088877037275,34140.0,31992.5,1394.1704930303042,34140.0,0.0,-800.0,-0.023738872403560873,0,0,0.7683653588779387,0.30557180937236506,-0.5000000000000004,0.8660254037844384
41,1.0,JPN,Hina Akechi,68479,34690,11.0,Asia,JAPAN,2024-11-26,WS,2024,11,2024-11,34690.0,42.0,32090.0,49.0,33830.0,45.0,32160.0,43.0,33513.333333333336,1317.4343753422115,34690.0,33596.666666666664,1275.7063402941424,35120.0,33156.666666666664,1135.3360202107801,35120.0,0.0,2600.0,0.08102212527267061,0,0,0.8101700394977414,0.3221971448974877,-0.5000000000000004,0.8660254037844384
43,2.0,MAS,Goh Jin Wei,69012,33898,16.0,Asia,MALAYSIA,2024-11-26,WS,2024,11,2024-11,35558.0,41.0,35558.0,39.0,35558.0,40.0,40818.0,31.0,35558.0,0.0,35558.0,35558.0,0.0,35558.0,36916.333333333336,2013.6707022176374,40818.0,-1660.0,-1660.0,-0.0466842904550312,0,0,0.7916732199162421,0.31484113051989154,-0.5000000000000004,0.8660254037844384
20,3.0,KOR,Kim Ga Eun,70930,53690,13.0,Asia,KOREA,2024-11-26,WS,2024,11,2024-11,57540.0,17.0,60220.0,14.0,60220.0,14.0,62500.0,13.0,58433.333333333336,1547.2987214281957,60220.0,59326.666666666664,1383.9460490447839,60220.0,60723.333333333336,1841.853480172672,62500.0,-3850.0,-6530.0,-0.10843573563600128,0,0,1.2539068728922955,0.49866718678426386,-0.5000000000000004,0.8660254037844384
48,0.0,THA,Pornpicha Choeikeewong,72280,32948,17.0,Asia,THAILAND,2024-11-26,WS,2024,11,2024-11,32948.0,48.0,34578.0,41.0,36598.0,38.0,36878.0,37.0,33491.333333333336,941.080938779088,34578.0,34708.0,1635.4326644653113,36598.0,35707.166666666664,1522.5006841815707,36968.0,0.0,-1630.0,-0.04713979987275141,0,0,0.7694863782465143,0.30601762842555275,-0.5000000000000004,0.8660254037844384
18,1.0,IND,Pusarla V. Sindhu,73173,54962,14.0,Asia,INDIA,2024-11-26,WS,2024,11,2024-11,54242.0,19.0,53642.0,19.0,56612.0,18.0,61462.0,14.0,53842.0,346.41016151377545,54242.0,54457.0,1177.9601011917805,56612.0,57769.5,3604.817798951344,61462.0,720.0,1320.0,0.02460758360985804,0,0,1.283613886159552,0.5104813916937364,-0.5000000000000004,0.8660254037844384
100,2.0,KOR,Kim Ga Ram,73969,17595,7.0,Asia,KOREA,2024-11-26,WS,2024,11,2024-11,19705.0,98.0,25215.0,74.0,25215.0,75.0,19125.0,99.0,23378.333333333332,3181.199983234838,25215.0,24296.666666666668,2249.4480804558902,25215.0,22770.0,2825.357579943724,25215.0,-2110.0,-7620.0,-0.30220107079119574,0,0,0.4109236622935359,0.16342054668409614,-0.5000000000000004,0.8660254037844384
44,6.0,IND,Anupama Upadhyaya,74481,33700,20.0,Asia,INDIA,2024-11-26,WS,2024,11,2024-11,32130.0,50.0,31530.0,53.0,31530.0,50.0,31530.0,44.0,31930.0,346.410161513781,32130.0,31730.0,309.83866769652207,32130.0,31630.0,233.54968324796724,32130.0,1570.0,2170.0,0.06882334284808111,0,0,0.7870490150208672,0.3130021269254925,-0.5000000000000004,0.8660254037844384
